"transaction_description","category","country","currency"
"Lab Online","Healthcare & Medical","USA","USD"
"Ski Resort","Entertainment & Recreation","CANADA","CAD"
"Hulu","Entertainment & Recreation","INDIA","INR"
"GameStop - Evening","Shopping & Retail","UK","GBP"
"Full-time - USA Branch","Income","USA","USD"
"Allegiant Store","Transportation","UK","GBP"
"Chiropractor Online Airport","Healthcare & Medical","UK","GBP"
"Medicare Airport","Government & Legal","USA","USD"
"Consolidated Communications - CANADA Center - Weekend","Utilities & Services","CANADA","CAD"
"United Way Online","Charity & Donations","AUSTRALIA","AUD"
"HSBC","Financial Services","USA","USD"
"FBI (Cash)","Government & Legal","INDIA","INR"
"Royalty #1321","Income","UK","GBP"
"Enterprise #8373","Transportation","AUSTRALIA","AUD"
"Burger King","Food & Dining","AUSTRALIA","AUD"
"TSA - CANADA Airport","Government & Legal","CANADA","CAD"
"Target Store","Food & Dining","UK","GBP"
"Hawaiian Airlines - INDIA Online Airport","Transportation","INDIA","INR"
"Museum - USA Hospital","Entertainment & Recreation","USA","USD"
"HughesNet Business District","Utilities & Services","CANADA","CAD"
"Consulting","Income","INDIA","INR"
"Red Cross","Charity & Donations","INDIA","INR"
"Zara - Morning","Shopping & Retail","USA","USD"
"Quiznos #8981 - USA Branch","Food & Dining","USA","USD"
"KFC #2962","Food & Dining","CANADA","CAD"
"Brigham and Women's","Healthcare & Medical","USA","USD"
"Santander #2894 Shopping Center","Financial Services","UK","GBP"
"HSBC - INDIA","Financial Services","INDIA","INR"
"Spotify - CANADA Online Branch","Entertainment & Recreation","CANADA","CAD"
"Disney+ - USA","Entertainment & Recreation","USA","USD"
"Mayo Clinic - Dinner Time","Healthcare & Medical","UK","GBP"
"NGO - CANADA Store","Charity & Donations","CANADA","CAD"
"Cinemark - AUSTRALIA","Entertainment & Recreation","AUSTRALIA","AUD"
"Trader Joe's Shopping Center","Food & Dining","UK","GBP"
"Salary Online Center","Income","UK","GBP"
"FBI #4870 Store","Government & Legal","USA","USD"
"Transfer #7027","Financial Services","CANADA","CAD"
"Fundraising #8823 Online TXN310604","Charity & Donations","UK","GBP"
"Reward","Income","CANADA","CAD"
"Full-time - UK","Income","UK","GBP"
"Contract Work Online Branch Shopping Center","Income","CANADA","CAD"
"Maternity Leave","Income","CANADA","CAD"
"Tax","Government & Legal","UK","GBP"
"Chipotle #8525","Food & Dining","CANADA","CAD"
"Church TXN491520","Charity & Donations","INDIA","INR"
"TD Bank","Financial Services","CANADA","CAD"
"Town Hall - INDIA Online (Contactless)","Government & Legal","INDIA","INR"
"Mass General Downtown","Healthcare & Medical","USA","USD"
"Greyhound #3549","Transportation","AUSTRALIA","AUD"
"Paramedic - Morning","Government & Legal","INDIA","INR"
"Uniqlo","Shopping & Retail","USA","USD"
"Hulu - Dinner Time","Entertainment & Recreation","AUSTRALIA","AUD"
"Convention Center","Entertainment & Recreation","CANADA","CAD"
"BMO Harris #4140 Online TXN432859","Financial Services","UK","GBP"
"Ross #2223 Online","Shopping & Retail","USA","USD"
"PNC Bank #3005 - AUSTRALIA Center - Night","Financial Services","AUSTRALIA","AUD"
"Lyft - USA (Bank Transfer)","Transportation","USA","USD"
"Walgreens","Healthcare & Medical","INDIA","INR"
"Sparklight - AUSTRALIA","Utilities & Services","AUSTRALIA","AUD"
"Social Security #8366","Income","AUSTRALIA","AUD"
"GameStop","Shopping & Retail","USA","USD"
"Wendy's #1052","Food & Dining","UK","GBP"
"MBTA Branch TXN821252","Transportation","USA","USD"
"CenturyLink Online Branch","Utilities & Services","USA","USD"
"IRS Online (Digital Wallet)","Government & Legal","CANADA","CAD"
"Surgery #6641 TXN538060","Healthcare & Medical","AUSTRALIA","AUD"
"Hospital - UK Store (Card)","Healthcare & Medical","UK","GBP"
"Arcade - Dinner Time","Entertainment & Recreation","UK","GBP"
"HSBC #4836","Financial Services","CANADA","CAD"
"Comcast #8793","Utilities & Services","AUSTRALIA","AUD"
"Mediacom #6167","Utilities & Services","UK","GBP"
"Lowe's #5022 - Dinner Time","Shopping & Retail","UK","GBP"
"White House (Mobile)","Government & Legal","AUSTRALIA","AUD"
"City Hall","Government & Legal","USA","USD"
"Raising Cane's","Food & Dining","UK","GBP"
"Nordstrom","Shopping & Retail","AUSTRALIA","AUD"
"Sparklight #2275","Utilities & Services","UK","GBP"
"Subway Store","Food & Dining","INDIA","INR"
"Taco Bell - AUSTRALIA TXN704257","Food & Dining","AUSTRALIA","AUD"
"Southwest Airlines - Dinner Time","Transportation","UK","GBP"
"Homeless Shelter - UK","Charity & Donations","UK","GBP"
"Brigham and Women's #8506","Healthcare & Medical","USA","USD"
"Primary Care Center - Lunch Time","Healthcare & Medical","UK","GBP"
"Fifth Third Store TXN243522","Financial Services","INDIA","INR"
"Dental Store Shopping Center","Healthcare & Medical","AUSTRALIA","AUD"
"Commission","Income","AUSTRALIA","AUD"
"United #8236","Transportation","INDIA","INR"
"Fire Department #7684","Government & Legal","USA","USD"
"Alaska Airlines - INDIA Store","Transportation","INDIA","INR"
"Fundraising Store - Morning","Charity & Donations","UK","GBP"
"Walmart Supercenter Branch","Food & Dining","USA","USD"
"Bonus","Income","INDIA","INR"
"Mount Sinai #6534","Healthcare & Medical","UK","GBP"
"Bonus #8310 Branch","Income","AUSTRALIA","AUD"
"Car2Go #6190 - AUSTRALIA Store Campus","Transportation","AUSTRALIA","AUD"
"Fire Department #2513","Government & Legal","USA","USD"
"Frontier - USA Store Online","Transportation","USA","USD"
"National Parks #5043 (Digital Wallet)","Charity & Donations","AUSTRALIA","AUD"
"Clinic #7656 Online","Healthcare & Medical","INDIA","INR"
"Ross","Shopping & Retail","INDIA","INR"
"Payroll","Income","INDIA","INR"
"Dollar #5080 - AUSTRALIA - Afternoon","Transportation","AUSTRALIA","AUD"
"Jack in the Box Store Online","Food & Dining","AUSTRALIA","AUD"
"Cedars-Sinai #9374","Healthcare & Medical","INDIA","INR"
"First National Center","Financial Services","INDIA","INR"
"HSBC Center - Dinner Time","Financial Services","INDIA","INR"
"Suddenlink Store - Evening","Utilities & Services","USA","USD"
"WMATA","Transportation","CANADA","CAD"
"Sparklight #8209 Store Online Center","Utilities & Services","CANADA","CAD"
"Moe's Southwest Grill","Food & Dining","USA","USD"
"Culver's (Bank Transfer)","Food & Dining","USA","USD"
"Franchise","Income","UK","GBP"
"Whataburger Campus","Food & Dining","INDIA","INR"
"TSA - USA Airport","Government & Legal","USA","USD"
"Dividend TXN721218","Income","UK","GBP"
"World Vision #2792 Store","Charity & Donations","CANADA","CAD"
"Federal Building #8411","Government & Legal","AUSTRALIA","AUD"
"Alaska Airlines - AUSTRALIA","Transportation","AUSTRALIA","AUD"
"Digital Bank - Weekend","Financial Services","AUSTRALIA","AUD"
"Potbelly Online TXN831507","Food & Dining","CANADA","CAD"
"United","Transportation","INDIA","INR"
"County Clerk #4925 Center Residential","Government & Legal","UK","GBP"
"ASPCA - CANADA (App)","Charity & Donations","CANADA","CAD"
"Kaiser Permanente #7484 - AUSTRALIA","Healthcare & Medical","AUSTRALIA","AUD"
"Nordstrom Store Center","Shopping & Retail","INDIA","INR"
"Permit #2925","Government & Legal","CANADA","CAD"
"Anytime Fitness Store","Entertainment & Recreation","INDIA","INR"
"Rite Aid #8294 Center","Healthcare & Medical","USA","USD"
"Nike #9141","Shopping & Retail","UK","GBP"
"Marshals (App)","Government & Legal","USA","USD"
"DEA #2865 - USA","Government & Legal","USA","USD"
"Dividend","Income","USA","USD"
"Amazon Prime","Entertainment & Recreation","USA","USD"
"Paintball","Entertainment & Recreation","USA","USD"
"Mediacom Store","Utilities & Services","UK","GBP"
"Cane's TXN410305","Food & Dining","UK","GBP"
"Swimming Pool Branch - Evening","Entertainment & Recreation","UK","GBP"
"Rite Aid","Healthcare & Medical","USA","USD"
"Netflix Online","Entertainment & Recreation","AUSTRALIA","AUD"
"Local Church - Dinner Time","Charity & Donations","USA","USD"
"MARTA - USA Center","Transportation","USA","USD"
"Goodwill - Weekend","Charity & Donations","USA","USD"
"Dollar","Transportation","AUSTRALIA","AUD"
"Amazon Prime Center","Entertainment & Recreation","UK","GBP"
"Occupational Therapy #3856","Healthcare & Medical","UK","GBP"
"Dental #5951 - INDIA","Healthcare & Medical","INDIA","INR"
"Interest #5882","Income","INDIA","INR"
"Fire Department - CANADA","Government & Legal","CANADA","CAD"
"Visa","Government & Legal","USA","USD"
"Rental Income TXN466411","Income","USA","USD"
"Commission #2372 - AUSTRALIA - Holiday","Income","AUSTRALIA","AUD"
"OfficeMax (Mobile)","Shopping & Retail","USA","USD"
"Government - Holiday","Government & Legal","UK","GBP"
"Johns Hopkins","Healthcare & Medical","CANADA","CAD"
"Lab Store - Holiday","Healthcare & Medical","USA","USD"
"Urologist","Healthcare & Medical","INDIA","INR"
"Offering - Holiday","Charity & Donations","USA","USD"
"Electric Company Online","Utilities & Services","UK","GBP"
"Arcade Online TXN739840","Entertainment & Recreation","USA","USD"
"CVS - Afternoon","Shopping & Retail","INDIA","INR"
"In-N-Out","Food & Dining","CANADA","CAD"
"SunTrust (Card)","Financial Services","UK","GBP"
"Retirement Mall","Financial Services","UK","GBP"
"Tax #4295 Store","Government & Legal","USA","USD"
"Transfer Store","Financial Services","CANADA","CAD"
"Stanford Health","Healthcare & Medical","USA","USD"
"Concert","Entertainment & Recreation","AUSTRALIA","AUD"
"KeyBank Store Branch Airport","Financial Services","AUSTRALIA","AUD"
"Kroger Pharmacy Store TXN647439","Healthcare & Medical","USA","USD"
"IKEA #3498 Business District","Shopping & Retail","AUSTRALIA","AUD"
"Megabus #8436 - AUSTRALIA Online - Morning","Transportation","AUSTRALIA","AUD"
"Ski Resort Branch Center","Entertainment & Recreation","UK","GBP"
"Getaround Store Center","Transportation","AUSTRALIA","AUD"
"Jack in the Box","Food & Dining","CANADA","CAD"
"Metro #3503 - Dinner Time","Transportation","INDIA","INR"
"Go-Kart","Entertainment & Recreation","USA","USD"
"City Hall Branch Campus","Government & Legal","AUSTRALIA","AUD"
"Spectrum Campus","Utilities & Services","AUSTRALIA","AUD"
"Annuity Residential","Income","INDIA","INR"
"Consulting Campus","Income","AUSTRALIA","AUD"
"Secret Service","Government & Legal","INDIA","INR"
"Von Maur","Shopping & Retail","INDIA","INR"
"EMS Store","Government & Legal","UK","GBP"
"Optimum","Utilities & Services","USA","USD"
"Social Security","Government & Legal","USA","USD"
"YouTube","Entertainment & Recreation","CANADA","CAD"
"Target","Food & Dining","UK","GBP"
"FBI #5307 - UK Online Branch (Wire)","Government & Legal","UK","GBP"
"Getaround #5914 - AUSTRALIA","Transportation","AUSTRALIA","AUD"
"WWF Online (Online)","Charity & Donations","UK","GBP"
"Medicare #4165 - UK Branch","Government & Legal","UK","GBP"
"Gift Campus","Charity & Donations","INDIA","INR"
"Gold's Gym #2315","Entertainment & Recreation","INDIA","INR"
"Escape Room #4101 Store","Entertainment & Recreation","CANADA","CAD"
"Cane's","Food & Dining","UK","GBP"
"Target #8258 Residential","Shopping & Retail","CANADA","CAD"
"Hertz Store Online","Transportation","USA","USD"
"Phone Company Online","Utilities & Services","CANADA","CAD"
"Lyft","Transportation","INDIA","INR"
"AMC #1618","Entertainment & Recreation","INDIA","INR"
"Saks Fifth Avenue #8679 - CANADA","Shopping & Retail","CANADA","CAD"
"Oxfam","Charity & Donations","UK","GBP"
"Salary Online","Income","CANADA","CAD"
"Fire Department #7646 Shopping Center","Government & Legal","AUSTRALIA","AUD"
"Animal Shelter","Charity & Donations","USA","USD"
"Internet Provider Online","Utilities & Services","USA","USD"
"Cane's - UK","Food & Dining","UK","GBP"
"Viasat Store","Utilities & Services","INDIA","INR"
"Cable One","Utilities & Services","AUSTRALIA","AUD"
"Frontier Shopping Center","Utilities & Services","INDIA","INR"
"Overtime - AUSTRALIA Store","Income","AUSTRALIA","AUD"
"Sprint - CANADA","Utilities & Services","CANADA","CAD"
"Chick-fil-A Store Hospital","Food & Dining","UK","GBP"
"Gig Work #1812 TXN941535","Income","UK","GBP"
"CVS","Shopping & Retail","USA","USD"
"Pizza Hut Campus","Food & Dining","UK","GBP"
"LA Fitness Center","Entertainment & Recreation","USA","USD"
"Occupational Therapy","Healthcare & Medical","CANADA","CAD"
"Whole Foods Online","Food & Dining","AUSTRALIA","AUD"
"Enterprise #7141 Hospital","Transportation","USA","USD"
"Charter","Utilities & Services","USA","USD"
"Payroll #8207","Income","UK","GBP"
"Mobile Hotspot Store","Utilities & Services","AUSTRALIA","AUD"
"Ross Center","Shopping & Retail","CANADA","CAD"
"Reward - UK Branch Campus","Income","UK","GBP"
"Wendy's - INDIA","Food & Dining","INDIA","INR"
"Overtime #2301","Income","INDIA","INR"
"Hertz - Dinner Time","Transportation","AUSTRALIA","AUD"
"Credit Union #2662 - USA","Financial Services","USA","USD"
"Cane's","Food & Dining","INDIA","INR"
"PETA #1952 - INDIA Branch","Charity & Donations","INDIA","INR"
"Audubon Society - CANADA","Charity & Donations","CANADA","CAD"
"Budget - Lunch Time","Transportation","USA","USD"
"Culver's","Food & Dining","USA","USD"
"Social Security #7226 - USA","Income","USA","USD"
"Rally's #7500 - UK","Food & Dining","UK","GBP"
"Ambulance (Contactless)","Government & Legal","UK","GBP"
"Children's Hospital Store","Healthcare & Medical","AUSTRALIA","AUD"
"UCSF Medical","Healthcare & Medical","USA","USD"
"Jimmy John's #3527 Center","Food & Dining","UK","GBP"
"Clinic Station","Healthcare & Medical","AUSTRALIA","AUD"
"Kaiser Permanente - Holiday","Healthcare & Medical","INDIA","INR"
"Festival","Entertainment & Recreation","CANADA","CAD"
"GameStop Online","Shopping & Retail","USA","USD"
"WOW - AUSTRALIA TXN610728","Utilities & Services","AUSTRALIA","AUD"
"Public WiFi Online TXN170508","Utilities & Services","AUSTRALIA","AUD"
"Reward Center","Income","AUSTRALIA","AUD"
"Wells Fargo Store","Financial Services","AUSTRALIA","AUD"
"Cable One - AUSTRALIA","Utilities & Services","AUSTRALIA","AUD"
"NSA Branch","Government & Legal","USA","USD"
"Neurologist Store Online","Healthcare & Medical","CANADA","CAD"
"Barnes & Noble","Shopping & Retail","INDIA","INR"
"Contract Work","Income","AUSTRALIA","AUD"
"Freelance - Lunch Time","Income","AUSTRALIA","AUD"
"Online Bank","Financial Services","UK","GBP"
"Chevron Store Branch","Transportation","AUSTRALIA","AUD"
"Local Food Bank #3933 - Weekday","Charity & Donations","CANADA","CAD"
"Alaska Airlines - INDIA Store","Transportation","INDIA","INR"
"Interest #1264 - Holiday","Income","UK","GBP"
"Rental Income Online Strip Mall","Income","AUSTRALIA","AUD"
"Mayo Clinic - INDIA TXN110648","Healthcare & Medical","INDIA","INR"
"Business WiFi #3659 - Evening","Utilities & Services","INDIA","INR"
"Domino's - AUSTRALIA TXN799816","Food & Dining","AUSTRALIA","AUD"
"Go-Kart Center","Entertainment & Recreation","UK","GBP"
"Peter Pan - Rush Hour","Transportation","CANADA","CAD"
"Mayo Clinic","Healthcare & Medical","CANADA","CAD"
"Physical Therapy","Healthcare & Medical","CANADA","CAD"
"Pizza Hut #3634 - INDIA Store - Night","Food & Dining","INDIA","INR"
"Arby's","Food & Dining","CANADA","CAD"
"OfficeMax","Shopping & Retail","USA","USD"
"Insurance Airport","Financial Services","CANADA","CAD"
"Chipotle Center","Food & Dining","CANADA","CAD"
"UNICEF Center","Charity & Donations","USA","USD"
"EMS Store","Government & Legal","AUSTRALIA","AUD"
"Gas Company","Utilities & Services","UK","GBP"
"Dairy Queen #6532 TXN670414","Food & Dining","UK","GBP"
"Cardiologist Store","Healthcare & Medical","UK","GBP"
"Habitat for Humanity #1575","Charity & Donations","USA","USD"
"Optimum","Utilities & Services","UK","GBP"
"Getaround #9953 Center","Transportation","INDIA","INR"
"Baja Fresh #4757","Food & Dining","UK","GBP"
"Apple Store Online","Shopping & Retail","AUSTRALIA","AUD"
"Jack in the Box Store Online - Lunch Time","Food & Dining","AUSTRALIA","AUD"
"Rally's Center","Food & Dining","INDIA","INR"
"Avis #3215 - INDIA","Transportation","INDIA","INR"
"Potbelly #1449","Food & Dining","CANADA","CAD"
"Walk-in Clinic #1503","Healthcare & Medical","INDIA","INR"
"Mobile","Utilities & Services","UK","GBP"
"Regal Online","Entertainment & Recreation","CANADA","CAD"
"Unemployment #2850 Center","Income","UK","GBP"
"Tax Preparation #2970 Store (Mobile)","Financial Services","CANADA","CAD"
"Regions Bank - UK","Financial Services","UK","GBP"
"Carl's Jr #6768","Food & Dining","CANADA","CAD"
"Taxi","Transportation","USA","USD"
"Tennis Court #8792 Center","Entertainment & Recreation","USA","USD"
"AT&T TXN356262","Utilities & Services","CANADA","CAD"
"Johns Hopkins Store TXN683619","Healthcare & Medical","UK","GBP"
"Primary Care Store","Healthcare & Medical","CANADA","CAD"
"Goodwill TXN344591","Charity & Donations","INDIA","INR"
"Cashback","Income","USA","USD"
"Yoga Studio #5189","Entertainment & Recreation","USA","USD"
"Maternity Leave TXN572987","Income","INDIA","INR"
"SPCA #7570","Charity & Donations","AUSTRALIA","AUD"
"Verizon Store - Evening","Utilities & Services","INDIA","INR"
"Franchise","Income","USA","USD"
"SPCA - Night","Charity & Donations","INDIA","INR"
"Bank of America Center","Financial Services","UK","GBP"
"Ulta #3621","Shopping & Retail","UK","GBP"
"MRI #2685 Online","Healthcare & Medical","AUSTRALIA","AUD"
"Salary Store","Income","UK","GBP"
"Santander #1475 Downtown","Financial Services","CANADA","CAD"
"Wealth Management","Financial Services","INDIA","INR"
"Walmart Pharmacy","Healthcare & Medical","USA","USD"
"Delta #8664","Transportation","CANADA","CAD"
"SPCA - Evening","Charity & Donations","INDIA","INR"
"Orange Theory #3525 Store - Night","Entertainment & Recreation","INDIA","INR"
"Marshalls #3058 - USA Store Branch","Shopping & Retail","USA","USD"
"SPCA - AUSTRALIA Store","Charity & Donations","AUSTRALIA","AUD"
"Holiday Pay","Income","CANADA","CAD"
"Wage","Income","USA","USD"
